1336478711558782977	2456983792	lyft.com/cities	2020-12-09 01:12:10	'b'@thefilmmama Hey there, we\xe2\x80\x99ll be glad to help you with any inquiries you may have! If you have a specific ride that\xe2\x80\xa6 https://t.co/qA2QYa9G8G'	0.3125	0.5625	
1336478675026505729	92137282		2020-12-09 01:12:01	'b'Make sure you delete all credit card info from @lyft got fraudulent charges on my account and cannot get my money back smh'	0.25	0.4444444444444444	
1336478540578033664	1132103280820203521		2020-12-09 01:11:29	'b'oh yeah uber/lyft driver, master biscuit maker (bojangles lol), there are some we don\xe2\x80\x99t talk abt https://t.co/Btn45zhPuS'	0.8	0.7	
1336478378979971072	52709765	Making Films 	2020-12-09 01:10:50	'b'Lyft got the worst customer service \xf0\x9f\x99\x83'	-1.0	1.0	
1336478216492560385	35587661	D(M)V 📍	2020-12-09 01:10:12	'b'I have a Lyft driver that wants to tell me his life story about growing up in SE DC \xf0\x9f\xa5\xb4'	0.2	0.1	
1336478212587618306	951948606331805696	Nevada, USA	2020-12-09 01:10:11	'b'Check out what I just added to my closet on Poshmark: GoPure Firm &amp; Lyft Serum Retinol 2.0 + Bakuchiol.\xe2\x80\xa6 https://t.co/bPYK3WPZh5'	-0.2	0.4	
1336477706310049792	1193533810694070272		2020-12-09 01:08:10	'b'@OrinKerr @gtconway3d LMAO but I wish it wasn\xe2\x80\x99t something to laugh about. Michael Moore - waiting &amp; waiting for you\xe2\x80\xa6 https://t.co/0ZsY6nc1om'	0.44999999999999996	0.55	
1336477627260022786	1073720870437355520	Toronto, Ontario	2020-12-09 01:07:51	'b'RT @grizzlemedia: DoorDash IPO - Another SoftBank Pump and Dump \xf0\x9f\xaa\xa0\n\n- Food delivery is NOT DISRUPTION \n- No barriers to entry\n- Peak #COVID1\xe2\x80\xa6'	0.0	0.0	
1336477366458179592	743960942	Lagos, Nigeria	2020-12-09 01:06:49	'b'@SomtoSocial A family gave a stranger a lyft today and his phone was stolen, and card was bought from his bank . 19\xe2\x80\xa6 https://t.co/HaGZjJVanZ'	0.0	0.0	
1336476912433180675	170697108		2020-12-09 01:05:01	'b'Not my Lyft driver playin WAP \xf0\x9f\xa5\xb4 cut it out sir'	0.0	0.0	
1336476604374147072	1307771916216827904		2020-12-09 01:03:47	'b'Steve must stop spending on expensive things and save some money. Cutting the cord on brighthouse can save you hund\xe2\x80\xa6 https://t.co/zUcP2Au9Nt'	-0.55	0.8	
1336476288073142272	42071025	southern california	2020-12-09 01:02:32	'b'My lyft driver swears he\xe2\x80\x99s a fast and furious cast member. 5 stars'	0.2	0.6	
1336476161841434624	1193533810694070272		2020-12-09 01:02:02	'b'@Scaramucci @gtconway3d @realDonaldTrump LOL. You know him for what he is better than most. Maybe Michael Cohen kno\xe2\x80\xa6 https://t.co/GzJwN6FmeD'	0.6	0.5666666666666667	
1336475962960175109	722898656	Cary, NC	2020-12-09 01:01:14	'b'@dalopp Look at uber and lyft from 2019'	0.0	0.0	
1336475961626259457	1216963589187092480		2020-12-09 01:01:14	'b'Had to pay for my ticket and lyft so'	0.0	0.0	
1336475911542042626	921514609	upper great lakes	2020-12-09 01:01:02	'b'RT @darakerr: In other study news, a trio of economists (including 1  from UC Berkeley) released a report finding Uber &amp; Lyft can pay drive\xe2\x80\xa6'	-0.125	0.375	
1336475440974876672	1193533810694070272		2020-12-09 00:59:10	'b'@JennaEllisEsq @MikeKellyPA How much are they paying you to help keep this con going?'	0.2	0.2	
1336475349924933633	735126355256455169	Ohio, USA	2020-12-09 00:58:48	'b'wtf @lyft I drive in one of the most densely populated areas in Ohio, how can I drive around for an hour and get no rides?'	0.0	0.75	
1336475188096081920	408549546	Chicago, IL	2020-12-09 00:58:10	'b'Another armed carjacking in Chicago. This time a Lyft driver was attacked \xe2\xac\x87\xef\xb8\x8f https://t.co/7WfZ8of6ae'	0.0	0.0	
1336475157246877697	525955818	Silicon Valley	2020-12-09 00:58:02	'b'RT @darakerr: In other study news, a trio of economists (including 1  from UC Berkeley) released a report finding Uber &amp; Lyft can pay drive\xe2\x80\xa6'	-0.125	0.375	
1336475100074405888	700088907	Mooresville, NC	2020-12-09 00:57:49	'b'My kitten is robot vacuum supervisor..\xf0\x9f\xa4\xb7\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xf0\x9f\x90\x86 \n#bengal #kitten #missedaspot #Lyft https://t.co/WdpNrFPYMx'	-0.008333333333333333	0.0	
1336474946407706624	3038149924	under ya skin	2020-12-09 00:57:12	'b'i love the lyft drivers that just drive , don\xe2\x80\x99t talk to me after we say \xe2\x80\x9chey \xe2\x80\x9c to each other'	0.1875	0.4875	
1336474709840588807	1193533810694070272		2020-12-09 00:56:15	'b'@svdate May not be able to litigate it as fraud because of campaign laws but it is still a CON by the master conman. @realDonaldTrump @GOP'	0.5	0.625	
1336474598477541384	1267566569414168578	USA	2020-12-09 00:55:49	'b'RT @IndLeftNews: A new video by @ronplacone: Prop 22 Was A Test For Uber/Lyft To See What They Can Get Away With https://t.co/YTr2b4oGjU'	0.13636363636363635	0.45454545454545453	
1336474214195470337	1193533810694070272		2020-12-09 00:54:17	'b'@mpolletta @VaughnHillyard Our courts are administering just rulings. Time &amp; time again. WTF do the elected Repubs\xe2\x80\xa6 https://t.co/9TqgYJfq8U'	-0.5	1.0	
1336474015020494854	424829376	Hell	2020-12-09 00:53:30	'b'RT @darakerr: The firm Uber &amp; Lyft paid $400K to create "independent studies" on Prop22, is also working on a lawsuit to overturn election\xe2\x80\xa6'	-0.1	0.2625	
1336473974742650881	709601633882259456		2020-12-09 00:53:20	'b'RT @Torystallperson: @sophielstrauss @McClure_SF Don\xe2\x80\x99t fck up like we did in Cali. A lot of voters expressed confusion after the fact - whi\xe2\x80\xa6'	0.0	0.0	
1336473942056448001	1244754953698258945	Raleigh, NC	2020-12-09 00:53:12	'b'Wonder if the Pfizer CEO and his family will take the vaccine he\xe2\x80\x99s about to make billions on?   \n.\nUntil that day,\xe2\x80\xa6 https://t.co/LSkgb6ylzW'	0.0	0.0	
1336473934959583233	923201632170471429	California, USA	2020-12-09 00:53:11	'b'@vilachumley @ChristySmithCA Your bought and sold by Uber &amp; Lyft: enjoy!'	0.5	0.5	
1336473714188308480	244234172	London, England	2020-12-09 00:52:18	'b'RT @darakerr: In other study news, a trio of economists (including 1  from UC Berkeley) released a report finding Uber &amp; Lyft can pay drive\xe2\x80\xa6'	-0.125	0.375	
1336473614812651526	1279508972089815048	United States	2020-12-09 00:51:54	'b'How do you value wait time?  $14 per hour that the US DOT uses based on surveys?  $19 per hour based on Lyft rides?\xe2\x80\xa6 https://t.co/rMHV3VugEi'	0.0	0.0	
1336473133503614977	1193533810694070272		2020-12-09 00:50:00	'b'@svdate And where are cruz &amp; Rubio now? Sold their souls. Now they are everything they said about trump. @tedcruz @marcorubio'	0.0	0.0	
1336473024636317696	1048197909982982144	 23 | she/her	2020-12-09 00:49:34	'b'RT @aizhawas: Please RT\n\nI just need to get below 1k in order to schedule classes for next year and with my job paying 9.50 and my rent 560\xe2\x80\xa6'	0.0	0.0	
1336472801448955904	148961431	Where you least expect it	2020-12-09 00:48:40	'b'BREAKING: @OfficialTAZ uses @lyft\n#AEWDark'	0.0	0.0	
1336472367921389568	798978600745586688		2020-12-09 00:46:57	'b'just saw a dog pee on a Lyft scooter. stay safe out there guys'	0.5	0.5	
1336472134395326464	82255477		2020-12-09 00:46:01	'b'RT @democracynow: Uber and Lyft spent more than $200 million to mislead California voters into believing that Proposition 22 would affirm g\xe2\x80\xa6'	0.2	0.3	
1336471939880275969	302204453	Metro Detroit	2020-12-09 00:45:15	'b'RT @darakerr: In other study news, a trio of economists (including 1  from UC Berkeley) released a report finding Uber &amp; Lyft can pay drive\xe2\x80\xa6'	-0.125	0.375	
1336471897899495427	709318854	District 28	2020-12-09 00:45:05	'b'Men Sue Lyft Over Alleged Blackface Photo at Texas Warehouse https://t.co/de5EmgWNye'	-0.1	0.1	
1336471738608017408	47222549	California, USA	2020-12-09 00:44:27	'b'After Prop 22 Win for Uber &amp; Lyft, Advocates Fear New Wave of Anti-Worker Laws Pushed by Big Tech https://t.co/SPxJULxtxL via @democracynow'	0.31212121212121213	0.3181818181818182	
1336471574384435200	164006798	UK	2020-12-09 00:43:48	'b'@BlackYouthVote @lyft \xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8fCan U Swim?\n\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8fDo U Swim?\n\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbeWill U Swim?\n\nSport England highlighted that 95% of Black\xe2\x80\xa6 https://t.co/EOiar5lxUb'	0.0	0.0	
1336471450132287488	540244871		2020-12-09 00:43:18	'b'RT @RedRumBom: Fucked her &amp; called her a Lyft'	-0.6	0.7	
1336471430582710273	1110659878937231360		2020-12-09 00:43:14	'b'@tyler_hedrick I\xe2\x80\x99m mostly being sarcastic. But Lyft did it, and now Airbnb is inflating their price just before the IPO.'	0.3	0.65	
1336471306573934592	15035469	Occupied Lenape Land	2020-12-09 00:42:44	'b'People making 55k+ mad they have to be on Zoom while Lyft drivers are pissing in bottles and working 60 hours just\xe2\x80\xa6 https://t.co/FjW8ueDjJq'	-0.625	1.0	
1336471094958510080	2456983792	lyft.com/cities	2020-12-09 00:41:54	'b"@KeithPrimo Hey there! We're sorry to hear this was your experience and we would like to take a look into this for\xe2\x80\xa6 https://t.co/hGu0ucNSXX"	-0.5	1.0	
1336470747074670592	21398462	Vancouver, BC	2020-12-09 00:40:31	'b'@lyft driver is 3 blocks away and calls to ask where I am. Forces me to cancel. I hate how these companies fuck us\xe2\x80\xa6 https://t.co/bRPnGsXPDE'	-0.6000000000000001	0.75	
1336470660760133632	2946876614		2020-12-09 00:40:10	'b'Fucked her &amp; called her a Lyft'	-0.6	0.7	
1336470612974321667	3307706400	O.F❤️	2020-12-09 00:39:59	'b'My Lyft driver is playing some dick me down music \xf0\x9f\x98\x90 I\xe2\x80\x99ll jump out rn'	-0.15555555555555559	0.2888888888888889	
1336470327497535488	181403078	WhERE tHE bAG at ‼️	2020-12-09 00:38:51	'b'Cause I would just catch a damn Lyft'	0.0	0.0	
1336470006415159297	1332696853817798659		2020-12-09 00:37:34	'b'@pixelfixelface @ARKInvest @TashaARK Tesla will eventually launch their \xe2\x80\x9cride hail\xe2\x80\x9d platform, along with their \xe2\x80\x9caut\xe2\x80\xa6 https://t.co/bOT4gwDG4R'	0.0	0.0	
1336469875640963075	355721238	Massachusetts, USA	2020-12-09 00:37:03	'b"@NBCNewYork Wouldn't it be more logical to surcharge each Uber &amp; Lyft passenger ?  What's the correlation between package delivery and MTA?"	0.375	0.375	
1336469862932221953	946842104793251840	U.S.A	2020-12-09 00:37:00	'b'The first \xf0\x9f\x97\x9d to success for #delivery and #rideshare #drivers is:\nPROVIDE AN EXCELLENT CUSTOMER SERVICE. \nThe second\xe2\x80\xa6 https://t.co/Av2zUlS1l6'	0.5166666666666667	0.4444444444444444	
1336469796246917120	1137769883461181441		2020-12-09 00:36:44	'b'@uber You still have not processed my background check after months now. I have provided all my information and dri\xe2\x80\xa6 https://t.co/XqZ6aHB5Kn'	0.0	0.0	
1336469574515101705	786351534200135681	https://vets4childrescue.org	2020-12-09 00:35:51	'b'@KentuckyGoddess @RealMattCouch Teddy Kennedy as my Uber/Lyft driver.... https://t.co/I33iu6RaDH'	0.0	0.0	
1336469403328598018	2456983792	lyft.com/cities	2020-12-09 00:35:10	'b"@215naa Hey there! We're sorry to hear this was your experience and we would like to take a look into this for you.\xe2\x80\xa6 https://t.co/VEl0XJImIB"	-0.5	1.0	
1336469348823732224	1307771916216827904		2020-12-09 00:34:57	'b'Mike must cut out on wasteful things and save some money. Cutting the cord on brighthouse can save you hundreds.Ins\xe2\x80\xa6 https://t.co/MixTUQcUs7'	-0.6	0.9	
1336469214270533632	57869243	Santos, SP, Brasil	2020-12-09 00:34:25	'b'RT @cbschicago: Lyft Driver Carjacked At Gunpoint On West Side https://t.co/nioTIxQcQN https://t.co/ugeU4uptKI'	0.0	0.0	
1336469199384956929	1079203553237979136		2020-12-09 00:34:22	'b'my Lyft driver asking all these questions like sir stfu \xf0\x9f\x98\xad'	0.0	0.0	
1336468341175808006	490510876	in heaven w p🖤	2020-12-09 00:30:57	'b'aw my lyft driver mom died and he\xe2\x80\x99s venting me while i\xe2\x80\x99m in the car \xf0\x9f\xa5\xba\xe2\x9d\xa4\xef\xb8\x8f he rl telling me his life'	0.0	0.0	
1336468146715287554	15032862	Chicago	2020-12-09 00:30:11	'b'Lyft Driver Carjacked At Gunpoint On West Side https://t.co/nioTIxQcQN https://t.co/ugeU4uptKI'	0.0	0.0	
1336468121180401665	742444890383081472	Canada	2020-12-09 00:30:05	'b'Toronto! @Lyft is launching!! Sign up using "LaunchToronto" for free rides!! https://t.co/3IkNyj8urX #lyft #Toronto #uber #promo'	0.625	0.8	
1336468108865888258	228525655	New York, NY	2020-12-09 00:30:02	'b'Uber, Lyft shares jump as California set to pass gig-worker ballot measure  https://t.co/PfVhqxMX8h https://t.co/kQ8hLKTZyT'	0.0	0.0	
1336467881739997184	18122941	Peripatetic	2020-12-09 00:29:08	'b'@4WheelDrumma @doctorow A lot of drivers I talk to work for Lyft, Uber, taxi companies, DoorDash, Postmates, Instac\xe2\x80\xa6 https://t.co/I6Fi52Fooo'	0.0	0.0	
1336467812152274944	2488639729	Los Angeles, CA	2020-12-09 00:28:51	'b"@CRideshare Right they don't qualify unless they restructure as an LLC as S Corp. Totally legal.\n\nThe credit wasn't\xe2\x80\xa6 https://t.co/K01ZRlewRs"	0.14285714285714285	0.6428571428571428	
1336467790111395845	995358271912497153		2020-12-09 00:28:46	'b'RT @cocodeleted: At this point I hate asking for help, but I\xe2\x80\x99m going to have to crowdfund to get the control arm on my car fixed. I can no\xe2\x80\xa6'	-0.35000000000000003	0.55	
1336467664860971015	1246136668014301184	San Francisco, CA	2020-12-09 00:28:16	'b'4/5 Give it time\n\nOnly those who hold their positions over several years will be truly rewarded.\n\nOutstanding alpha\xe2\x80\xa6 https://t.co/zYEWLjpxZm'	0.0	0.0	
1336467630732021762	17810197		2020-12-09 00:28:08	'b'RT @cocodeleted: At this point I hate asking for help, but I\xe2\x80\x99m going to have to crowdfund to get the control arm on my car fixed. I can no\xe2\x80\xa6'	-0.35000000000000003	0.55	
1336466893369204742	3283778658	philosphere	2020-12-09 00:25:12	'b"I've driven people to San Antonio about 10 times for Uber or Lyft. that's average $70. if I worked for a wage the c\xe2\x80\xa6 https://t.co/c4wOvIDdIF"	-0.15	0.39999999999999997	
